kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUALA TRONG	889	760	112	13	4	1	3	759	2	112	16	760				112	17
2	TRONG BARAT	1545	940	278	324	3		3	938	2	278	327	940				278	327
3	KAMPONG TEBOK TRONG	529	529			0			529				529					
4	TEMELOK	1545	937	446	155	7	4	3	941		446	158	938				446	161
5	PASIR HITAM TRONG	241	6	234	1	0			6		234	1	6				234	1
6	SUNGAI TINGGI	2929	2427	476	16	10	5	5	2428	4	476	21	2428	1			476	24
7	SUNGAI CHE RAHMAT	529	515	14		0			515		14		515				14	
8	PERMATANG RAJA	1232	1227		2	3	2	1	1226	3		3	1227			1		4
9	BATU HAMPAR	964	918	33	12	1		1	918		33	13	918				33	13
10	SUNGAI ROTAN	342	128	133	79	2	2		129	1	133	79	128			1	133	80
11	PADANG GAJAH	833	589	90	149	5	4	1	591	2	90	150	589				90	154
12	AYER TERJUN	622	428	140	50	4	2	2	429	1	140	52	428		1		140	53
13	TRONG	515	128	23	362	2	1	1	127	2	23	363	128	1			23	363
14	BUKIT GANTANG SELATAN	1016	940	3	72	1	1		941		3	72	941				3	72
