kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG TEBUAN	1548	1538	2	5	3	2	1	1537	3	2	6	1539				2	7
2	ULU MAHANG	1298	1218		79	1		1	1211	7		80	1218					80
3	PEKAN MAHANG	1126	907	143	76	0			904	3	143	76	907				143	76
4	LADANG SUNGAI DINGIN	479	208	13	258	0			206	2	13	258	208				13	258
5	FELDA GUNONG BONGSU	1575	1413	3	157	2		2	1410	3	3	159	1413				3	159
6	KARANGAN	1488	933	422	131	2		2	931	2	422	133	933				422	133
7	TERAP	1704	1668	3	28	5	2	3	1664	6	3	31	1669	1			3	31
8	LADANG SUNGAI ULAR	730	394	12	324	0			389	5	12	324	394				12	324
9	LADANG ANAK KULIM	664	147	63	453	1		1	146	1	63	454	147				63	454
10	JALAN TUNKU BENDAHARA	1525	1074	246	202	3		3	1072	2	246	205	1074				246	205
11	TAMAN KENARI	5564	2890	842	1821	11	3	8	2892	1	842	1829	2892				842	1830
12	TAMAN TUNKU PUTRA	2823	1284	837	694	8	3	5	1282	5	837	699	1284				837	702
13	TAMAN SERI KULIM	1110	617	241	251	1		1	617		241	252	617				241	252
14	PEKAN KULIM	722	93	569	59	1	1		92	2	569	59	93				569	60
15	JALAN TUNKU PUTRA	645	95	473	77	0			94	1	473	77	95				473	77
16	JALAN IBRAHIM	964	35	858	69	2	1	1	35	1	858	70	35				858	71
17	BUKIT AWI	824	334	312	171	7		7	332	2	312	178	334				312	178
18	TAMAN BERSATU	3697	2047	700	910	40	18	22	2056	9	700	932	2049	3	1		700	944
19	AYER MERAH	1816	971	528	300	17	5	12	970	6	528	312	971	3			528	314
20	TAMAN ANGGERIK	3959	2773	646	485	54	41	13	2786	28	646	498	2780	6	3	1	646	522
21	JUNJONG	1208	260	919	25	4	1	3	259	2	919	28	260	1			919	28
22	PADANG PENYANGGA	2241	2176	46	16	3	3		2175	4	46	16	2176		1		46	18
23	DURIAN BURONG	862	712	20	129	1		1	709	3	20	130	712				20	130
