kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	FELDA BUKIT SAGU 1	1978	1967	1	5	5	2	3	1962	7	1	8	1967				1	10
2	FELDA BUKIT SAGU 2	740	739		1	0			737	2		1	739					1
3	FELDA BUKIT SAGU 5	55	55			0			55				55					
4	FELDA BUKIT SAGU 3	693	691	1		1	1		690	2	1		691				1	1
5	FELDA BUKIT SAGU 4	45	44			1	1		45				44					1
6	KUATERS KILANG	67	67			0			67				67					
7	FELDA BUKIT SAGU 7	10	10			0			10				10					
8	FELDA BUKIT SAGU 6	66	64			2	2		66				64		1			1
9	KUARTERS KAKITANGAN	9	8			1	1		9				8					1
10	LDG BUKIT SAGU 8	4	4			0			4				4					
