kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TANJONG REDANG	1600	1540	55	2	3		3	1535	5	55	5	1540				55	5
2	LEMAL	1642	1585	45	3	9	1	8	1578	8	45	11	1585	1			45	11
3	KELAR	2335	2144	186		5	2	3	2141	5	186	3	2144				186	5
4	KANGKONG	1334	1327	5		2	1	1	1327	1	5	1	1327				5	2
5	BINJAL	816	813	1		2	2		814	1	1		814				1	1
6	CHETOK	1689	1621	64	1	2		2	1616	5	64	3	1621				64	3
7	GELAM	3830	3810	15	2	3	3		3806	7	15	2	3810	1			15	4
8	RASAL	821	813	8		0			813		8		813				8	
9	GALOK	2388	2384	4		0			2377	7	4		2384				4	
10	BENDANG PAUH	811	803	7		1		1	802	1	7	1	803				7	1
11	JABO	970	878	89		3		3	876	2	89	3	878				89	3
12	BECHAH KELUBI	2370	2296	65		9	7	2	2296	7	65	2	2297	3			65	5
13	KUBANG GENDANG	1543	1043	486		14	1	13	1042	2	486	13	1043				486	14
