kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MAMBONG	613	4	35		574	574		20	558	35		4	31	538	5	35	
2	SIBURAN	5081	243	4024		814	807	7	257	793	4024	7	243	315	477	15	4024	7
3	BRAANG	453	3	2		448	448		11	440	2		3	12	435	1	2	
4	DURAS	396	20	18		358	358		27	351	18		20	24	332	2	18	
5	PULASAR	1374	538	196		640	618	22	414	742	196	22	538	223	378	17	196	22
6	NYIRU	367	7	9		351	351		12	346	9		7	17	330	4	9	
7	GIAM	349		1		348	347	1	2	345	1	1		18	328	1	1	1
8	SIKOG	569	3	27		539	537	2	15	525	27	2	3	18	516	3	27	2
9	STAANG	177		2		175	175		3	172	2			2	173		2	
10	PETAG	252	5	2		245	243	2	13	235	2	2	5	9	231	3	2	2
11	BAYOR	166	3	1		162	162		3	162	1		3	3	159		1	
12	JAMBU	365	1	8		356	355	1	8	348	8	1	1	16	335	4	8	1
13	SEMBAN	248	1	1		246	246		1	246	1		1	5	241		1	
14	TEBIA	313	1	1		311	311		9	303	1		1	5	306		1	
15	DANU	219		1		218	217	1	3	214	1	1		6	209	2	1	1
16	TEMURANG	190	2			188	188		14	176			2	4	184			
17	BENGOH	351	2	10		339	339		8	333	10		2	10	329		10	
18	GERUNG	406	4	4		398	397	1	22	379	4	1	4	9	384	4	4	1
19	SEMADANG	344	4	3		337	337		7	334	3		4	15	322		3	
20	KARU	445	2	9		434	432	2	7	427	9	2	2	17	415		9	2
21	SERATAU	1147	134	129		884	881	3	141	874	129	3	134	25	844	12	129	3
22	PUNAU	815	13	31		771	770	1	22	761	31	1	13	36	732	2	31	1
23	BUNUK	1252	7	18		1227	1224	3	20	1210	18	4	7	40	1182	2	18	3
24	BATU GONG	327	9	116		202	202		12	199	116		9	181	21		116	
25	ANAH RAIS	395	5	18		372	372		21	356	18		5	7	365		18	
26	SEPIT	425		2		423	423			423	2			4	419		2	
27	KIDING	302				302	302		2	300				2	300			
28	SIMUTI	253		1		252	252		3	249	1			7	245		1	
29	MARAS	124		1		123	123			123	1			2	121		1	
30	SADIR	208	1			207	207		9	199			1	3	204			
31	PENGKALAN AMPAT	210	3	23		184	184		7	180	23		3	3	178	3	23	
32	MASAAN	873	20	88		765	754	11	29	745	88	11	20	47	702	5	88	11
