kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN ELIZABETH	7	1	2	1	3	2	1	1	2	2	2	1				2	4
2	JALAN MELALAP	41	2	27		12	12		4	10	27		2				27	12
3	JALAN PADAS	49	1	38	1	9	9			10	38	1	1				38	10
4	JALAN RESERVOIR	115	7	60		48	41	7	17	31	60	7	7				60	48
5	JALAN SAPONG	18		8		10	10		2	8	8						8	10
6	JALAN HOSPITAL	29	1	14		14	14		5	10	14		1				14	14
7	TENOM LAMA	381	44	145	1	191	180	11	117	107	145	12	44	3			145	189
8	JALAN JANKAN	6		6		0					6						6	
9	JALAN KAKI BUKIT	11		6		5	5		2	3	6						6	5
10	BEREK POLIS	57	7	1		49	49		32	24	1		8	2	1		1	45
11	TAMAN LEBIH MAJU	5	1	3		1	1		1	1	3		1				3	1
702	IPD TENOM	160	49	6	3	102	101	1	91	59	6	4	50	2	5	1	6	96
801	PENGUNDI TIDAK HADIR	1				1	1			1								1
