kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MUDONG	915	2	13		900	899	1	8	892	13	2	2	889	7	3	13	1
2	BRAYANG	1285	10	29		1246	1246		19	1237	29		10	1238	7	1	29	
3	BATU ANAM	1793	10	28		1755	1754	1	34	1730	28	1	10	1725	22	7	28	1
4	DISO	1647	94	300		1253	1253		122	1225	300		94	1241	8	4	300	
5	AWIK	1484	3	17		1464	1464		13	1454	17		3	1454	4	6	17	
6	MELUPA	1344	16	24		1304	1303	1	30	1289	24	1	16	1295	6	2	24	1
7	KABO	1616	10	23		1583	1583		28	1564	23	1	10	1571	8	4	23	
8	GERENJANG	1597	1	18		1578	1578		13	1566	18		1	1564	10	4	18	
9	BAJAU	421				421	421		7	414				416	5			
10	KRANGAN	654	5	17		632	631	1	11	625	17	1	5	630	1		17	1
