kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KIROKOT	409	7	2		400	399	1	124	282	2	1	7	1		1	2	398
2	PATAU	876	7	3	1	865	861	4	233	635	3	5	7	2		2	3	862
3	KINABAAN	1267	15	5	1	1246	1238	8	127	1126	5	9	15	3		2	5	1242
4	SENSURON	1506	11	13	4	1478	1472	6	70	1413	13	10	11	5			13	1477
5	TIMBOU	646	1	1	2	642	639	3	40	600	1	5	1	1		1	1	642
6	TOBOH	2046	17	17	2	2010	2004	6	88	1933	17	8	17	5	1		17	2006
7	KAINGARAN	394	1			393	392	1	11	382		1	1	1				392
8	TAMBUNAN BANDAR	3414	52	113	4	3245	3206	39	415	2843	113	43	52	8	1	1	113	3239
9	LUBONG	2361	14	33		2314	2306	8	112	2208	33	8	14	3	1		33	2310
10	NAMBAYAN	167	2	1		164	164		7	159	1		2				1	164
11	KUALA MONSOK	795	4	2		789	788	1	78	714	2	1	4	1		2	2	786
12	GERAS	873	7	1		865	863	2	424	446	1	2	7		2		1	863
13	TIONG	211				211	211		37	174								211
14	NAMADAN	302	2	1		299	298	1	11	289	1	1	2				1	299
15	MONSORULONG	626	1	10		615	612	3	21	592	10	3	1			2	10	613
16	ROMPON	362	3			359	359		9	353			3		1			358
