kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN PARAMESWARA SS 25 2	471	44	370	46	11	2	9	45	1	370	55	44				370	57
2	JLN BKT SENJUANG	108	13	78	14	3	1	2	13	1	78	16	13				78	17
3	JLN LAKSAMANA CHENG HO SS 25	319	31	259	26	3		3	31		259	29	31				259	29
4	LRG PANJANG	242	9	226	5	2		2	8	1	226	7	9				226	7
5	RUM PANGSA BANDAR HILIR	521	109	394	15	3		3	108	1	394	18	109				394	18
6	RUM AWAM BANDAR HILIR	339	243	72	16	8	3	5	246		72	21	244			1	72	22
7	RUM PANGSA BANDAR HILIR IV	113	31	76	5	1		1	31		76	6	31				76	6
8	RUM PANGSA BANDAR HILIR III	68	28	39		1		1	28		39	1	28				39	1
9	JLN TUN LEONG YEW KOH	29		26	3	0					26	3					26	3
10	PANGSAPURI CERI	74		71	2	1	1			1	71	2			1		71	2
11	PANGSAPURI ISKANDAR SHAH	160	1	152	6	1		1	1		152	7	1				152	7
12	PANGSAPURI MAWAR	14		12	2	0					12	2					12	2
13	PANGSAPURI LAKSAMANA 1	20	3	16		1		1	3		16	1	3				16	1
14	RUMAH PANGSA LAKSAMANA	9	1	5	3	0			1		5	3	1				5	3
15	TMN. BANDAR HILIR INDAH	23	2	20	1	0			2		20	1	2				20	1
