kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG BKT BATU PUTEH	11	9	1	1	0			9		1	1	9				1	1
2	KG BKT BERUANG	83		73	10	0					73	10					73	10
3	LDG BKT BERUANG	13	1	8	4	0				1	8	4	1				8	4
4	SLK KG MASJID	23	23			0			23				23					
5	SLK BKT SUPAI	27	27			0			27				27					
6	KG BKT DARAT	253	244	8		1		1	244		8	1	244				8	1
7	KG KUALA LINGGI	254	246	6		2		2	246		6	2	246				6	2
8	QRS MARDI KUALA LINGGI	9	8			1		1	8			1	8					1
9	KG TANJUNG DAHAN	601	504	39		58	2	56	506		39	56	504		2		39	56
10	KG TELOK	127	123			4	1	3	124			3	123	1				3
11	QRS SERI LINGGA	11	10			1		1	10			1	10					1
12	LDG MELAKA PINDAH	7		7		0					7						7	
13	KG SEBERANG PARIT	85	83	2		0			82	1	2		83				2	
14	SLK PANTAI KUALA	114	106	5		3		3	106		5	3	106				5	3
15	KG NELAYAN	290	283			7	1	6	283	1		6	284					6
16	BEREK POLIS KUALA LINGGI	1	1			0			1				1					
17	NUSA DUSUN ORCHARD RESORT	6	5		1	0			5			1	5					1
