kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH RICHARD HANYI NG ENSAWI	41				41	41			41				37		4		
2	RH. DANGGAT NG MUJAN	155				155	155		3	152				153	1	1		
3	MERIT VILLAGE SHOP	60	2	6		52	52		4	50	6		2	47	1	4	6	
4	RH LITA NG MERIT	26	1	1		24	24			25	1		1	22		2	1	
5	RH SEKING NG MERIT	156	1			155	155		3	153			1	146		9		
6	RH GUYANG NG JELI	61				61	61		7	54				61				
7	RH ENTILI NG MUSA	153				153	153		3	150				151		2		
8	RH. PILLAI NG PILA	175		4		171	171		2	169	4			170		1	4	
9	RH MERO LUBOK DABAI	58	2			56	56		2	56			2	55		1		
10	RH AJI NG IBUN	76				76	76		1	75				75		1		
11	RH NYANGGAU NG SEJEMBU	40				40	40		2	38				40				
12	RH GENDANG NG PIUN	48				48	48			48				47		1		
13	RH EMPANG NG BILAT ULU PAKU	80	3			77	77		2	78			3	77				
14	RH SETEPAN NG PILA	77		2		75	75			75	2			74		1	2	
15	RH KLEMENT KAKI WONG MIKAI	81		1		80	80		3	77	1			78		2	1	
16	RH AMA NG METAH	128		2		126	126		3	123	2			120		6	2	
17	RH RANYING SG METAH	107		4		103	103		3	100	4			92		11	4	
18	RH GELIMAI SG METAH	128	1	1		126	126		2	125	1		1	124		2	1	
19	RH BERUNDANG NG ENSAWI	151		1		150	150			150	1			150			1	
20	RH RANGGE NG MUJAN	117	1	2		114	113	1	3	111	2	1	1	111	1	1	2	1
21	RH PERAIE SG MERIT	40				40	40		1	39				34		6		
22	RH JAMIT NG LETONG SG.PILA	98				98	98			98				98				
