kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUBANG BEMBAN	2090	2084	3	1	2	1	1	2082	3	3	2	2084	1			3	2
2	ALUR LINTAH	1662	1654	2	2	4	2	2	1646	10	2	4	1654	2			2	4
3	TOK RAJA	1096	1094	1		1	1		1091	4	1		1095				1	
4	BUKIT KENAK	2870	2846	9	1	14	9	5	2845	10	9	6	2848	1		1	9	11
5	GONG NERING	1559	1556	1		2		2	1551	5	1	2	1556				1	2
6	SIMPANG TIGA JERTIH	1601	1550	40	1	10	1	9	1544	7	40	10	1550				40	11
7	BANDAR JERTIH	1867	1316	515	19	17	1	16	1312	5	515	35	1316				515	36
8	SEBERANG JERTIH	1520	1446	54	5	15	3	12	1445	4	54	17	1446	1			54	19
9	PADANG LUAS	2709	2627	65	6	11	7	4	2622	12	65	10	2628	1			65	15
10	PADANG LANDAK	3317	3261	30	2	24	7	17	3258	10	30	19	3263				30	24
11	NYIUR TUJUH	946	931	10	2	3	1	2	928	4	10	4	931		1		10	4
12	GONG GUCIL	615	614			1	1		613	2			614					1
13	PELAGAT	1028	995	31		2		2	995		31	2	995				31	2
