kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	ABBATTOIRS LINES	5		4	1	0					4	1					4	1
2	FOO WAH CHENG STREET	148		146	2	0					146	2					146	2
3	LORONG KERETA API	2	1		1	0			1			1	1					1
4	YEE YOON SOO SAWMILL	4		4		0					4						4	
5	QUARTERS PEJABAT HAIWAN	12	3		9	0			3			9	3					9
6	RUMAH KERETAPI JLN LAHAT FALIM	14	6	6	2	0			6		6	2	6				6	2
7	JLN LAHAT	73	4	63	6	0			4		63	6	4				63	6
8	KAWASAN POLIS	13	6	5	2	0			6		5	2	6				5	2
9	THEATRE STREET	18		18		0					18						18	
10	MAIN ROAD	142	4	132	6	0			4		132	6	4				132	6
11	REGROUPING AREA	2477	7	2419	43	8		8	7		2419	51	7				2419	51
12	CHINESE TEMPLE	4		3	1	0					3	1					3	1
13	KG TOKONG	31		1	30	0					1	30					1	30
14	MARKET CROSS	6	1	2	3	0			1		2	3	1				2	3
15	POLICE COMPOUND	13	11	1	1	0			11		1	1	11				1	1
16	GREEN LANE	2		2		0					2						2	
17	LAHAT ROAD	89	15	68	6	0			15		68	6	15				68	6
18	CHINESE KONGSIS	17	2	13	2	0			2		13	2	2				13	2
19	MASJID PAKISTAN	1	1			0			1				1					
20	KG KLING	15	2	12	1	0			2		12	1	2				12	1
21	KG BATU PERAK HYDRO	26	19	1	5	1		1	19		1	6	19				1	6
22	SIKH TEMPLE	6	1	2	3	0			1		2	3	1				2	3
23	KG BATU(SETINGGAN)	121	109	1	10	1		1	109		1	11	109				1	11
24	KG SRI AMAN MENGLEMBU	464	403	5	54	2	2		405		5	54	403			1	5	55
25	CHEE TEMPLE	3		3		0					3						3	
26	EASTWOOD	6		6		0					6						6	
27	TMN MENGLEMBU BESTARI	26		24	2	0					24	2					24	2
701	BALAI POLIS MENGLEMBU	50	44	1	3	2	2		46		1	3	45				1	4
