kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KINRARA SEKSYEN 4,5 & 6	4000	1038	2058	832	72	39	33	1058	19	2058	865	1041	6	4		2058	891
2	KINRARA SEKSYEN 2	1648	200	1107	323	18	5	13	203	2	1107	336	201	1			1107	339
3	KINRARA SEKSYEN 1	3021	383	2111	492	35	16	19	390	9	2111	511	383	2			2111	525
4	KINRARA SEKSYEN 7	2160	637	1057	451	14	1	13	637	1	1057	464	637				1057	465
5	KINRARA SEKSYEN 3	4185	391	2978	784	32	11	21	395	7	2978	805	393	6	1		2978	807
6	PUCHONG JAYA TIMUR	4705	597	3643	406	59	28	31	590	35	3643	437	601	10	2	1	3643	448
7	PUCHONG JAYA UTARA	2752	351	1910	459	32	5	27	353	3	1910	486	351	2			1910	489
8	PUCHONG JAYA BARAT	5698	267	4572	788	71	36	35	279	24	4572	823	268	7	5	2	4572	844
9	BATU 12 PUCHONG	2376	823	873	622	58	34	24	843	14	873	646	826	5	1		873	671
10	BATU 7 JALAN PUCHONG	1288	128	879	266	15	2	13	129	1	879	279	128	1			879	280
11	BATU 13 PUCHONG	3259	989	1093	1143	34	15	19	996	8	1093	1162	990	1		2	1093	1173
12	BANDAR KINRARA SEKSYEN 1	1970	770	548	631	21	12	9	773	9	548	640	771	2	2	1	548	646
13	PUSAT BANDAR PUCHONG	5890	741	4255	788	106	67	39	780	28	4255	827	746	20	2		4255	867
14	BANDAR KINRARA SEKSYEN 2	1717	358	1093	233	33	4	29	359	3	1093	262	358	3	1		1093	262
15	BANDAR KINRARA SEKSYEN 3	1137	240	665	205	27	6	21	243	3	665	226	240				665	232
16	BANDAR KINRARA SEKSYEN 4	2579	1239	951	314	75	44	31	1275	8	951	345	1240	5	1		951	382
17	BANDAR KINRARA SEKSYEN 5	7219	2569	3865	650	135	69	66	2461	177	3865	716	2575	14	9		3865	756
18	BANDAR PUTERI	4250	422	3270	495	63	37	26	437	22	3270	521	425	5	2		3270	548
19	PUCHONG INDAH 1	2982	1211	540	1162	69	42	27	1229	24	540	1189	1212	20	3		540	1207
20	PUCHONG PERDANA 1	1970	891	557	501	21	9	12	899	1	557	513	891				557	522
21	PUCHONG PERDANA 2	3891	2079	877	845	90	44	46	2098	25	877	891	2081	21	2		877	910
22	PUCHONG INDAH 2	1580	780	364	409	27	10	17	788	2	364	426	781	2			364	433
23	PUCHONG INTAN	2122	617	835	651	19	7	12	620	4	835	663	617	3			835	667
