kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BEREK POLIS	26	26			0			26				26					
2	JALAN RAYA	187	34	128	25	0			33	1	128	25	34				128	25
3	PEKAN LAMA KUALA KETIL	552	366	92	92	2		2	363	3	92	94	366				92	94
4	TAMAN SRI GADING	97	96		1	0			96			1	96					1
5	TAMAN YASMIN	137	49	30	58	0			49		30	58	49				30	58
6	TAMAN INDAH	104	44	30	25	5	1	4	44	1	30	29	44				30	30
7	TAMAN PERMAI	168	106	32	29	1		1	106		32	30	106				32	30
8	TAMAN PERMAI JAYA	230	162	15	49	4	2	2	164		15	51	162	1			15	52
9	TAMAN KUALA KETIL	34	4	28	2	0			4		28	2	4				28	2
10	KG BARU KUALA KETIL	60	37	6	17	0			36	1	6	17	37				6	17
11	TAMAN DESA BIDARA	965	577	44	342	2	1	1	576	2	44	343	577				44	344
12	BUKIT SEMBILAN	165	87	6	72	0			87		6	72	87				6	72
701	BALAI POLIS KUALA KETIL	18	16		1	1	1		17			1	16					2
