kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN RAYA PEKAN SERDANG	384	145	171	68	0			145		171	68	145				171	68
2	JALAN PECHAH BATU	261	20	179	62	0			20		179	62	20				179	62
3	JALAN TENGAH	183	31	145	5	2	1	1	31	1	145	6	31				145	7
4	JALAN PADANG	143	19	117	7	0			19		117	7	19				117	7
5	KG AYER HITAM	111	5	34	72	0			4	1	34	72	5				34	72
6	TAMAN SRI WANGSA	103	92	9	2	0			92		9	2	92				9	2
7	JALAN KAMPONG CHINA	197	5	177	15	0			5		177	15	5				177	15
8	PERUMAHAN AWAM II	211	162	25	24	0			162		25	24	162				25	24
9	TAMAN SERDANG	553	290	71	189	3	1	2	290	1	71	191	291				71	191
10	TAMAN SERDANG JAYA	5	2	2	1	0			2		2	1	2				2	1
11	TAMAN ORKID	144	79	6	59	0			79		6	59	79				6	59
