kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPONG PINTU GERBANG	632	609	9	13	1	1		610		9	13	609	1			9	13
2	DENDANG	411	380		31	0			379	1		31	380					31
3	PAYA ARA	684	642	29	12	1	1		643		29	12	642		1		29	12
4	BRUAS	1739	698	664	371	6	2	4	696	4	664	375	698				664	377
5	BRUAS TIMOR	1050	393	547	105	5	1	4	393	1	547	109	394				547	109
6	BRUAS BARAT	498	378	58	62	0			377	1	58	62	378				58	62
7	LADANG BRUAS	711	557	15	139	0			556	1	15	139	557				15	139
8	ULU BRUAS	477	436		40	1		1	436			41	436					41
9	PANCHOR	1364	777	579	3	5	1	4	775	3	579	7	777				579	8
10	PENGKALAN BAHARU	2665	2362	74	223	6	2	4	2361	3	74	227	2363	1			74	227
11	KAMPONG BAHARU SUNGAI BATU	1064	303	667	91	3	3		304	2	667	91	303	2			667	92
12	LADANG HUNTLY	460	288	2	169	1	1		289		2	169	288				2	170
13	KAMPONG KOTA	571	566	2		3	1	2	565	2	2	2	566		1		2	2
14	KAMPONG TENGAH	807	796	2	3	6	6		801	1	2	3	796	5			2	4
15	GELONG GAJAH	709	692		11	6	2	4	693	1		15	692	1	1			15
16	KAMPONG BANJAR	611	600	3	8	0			598	2	3	8	600				3	8
17	KAMPONG JERING NEW VILLAGE	1382	51	1169	156	6	2	4	50	3	1169	160	51	2			1169	160
18	JALAN AYER TAWAR	1103	612	14	475	2	1	1	612	1	14	476	613				14	476
19	CHANGKAT CHERMIN	743	739		4	0			737	2		4	739					4
20	PAYA NIBONG	395	391		3	1	1		391	1		3	391					4
