kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LADANG BAHAU	449	59	79	311	0			58	1	79	311	59				79	311
2	TAMAN JAYA	2606	676	287	1417	226	218	8	742	152	287	1425	677	2	1		287	1639
3	BUKIT ROKAN BARAT	963	892	20	6	45	42	3	904	30	20	9	892	1			20	50
4	JERAM PADANG	889	55	97	715	22	19	3	59	15	97	718	55				97	737
5	LADANG MIDDLETON	622	57	24	302	239	239		97	199	24	302	57				24	541
6	LADANG KELPIN	318	41	11	265	1		1	41		11	266	41				11	266
7	LADANG BUKIT PILAH	296	43	16	234	3		3	41	2	16	237	43				16	237
8	ROMPIN	2365	897	569	878	21	15	6	900	12	569	884	897	2			569	897
9	PALONG 2	2084	1824	109	147	4	2	2	1819	7	109	149	1824			1	109	150
10	PALONG 1	1745	1551	28	156	10	4	6	1551	4	28	162	1551	1	1		28	164
