kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN BU 11/7	156	15	129	4	8	1	7	16		129	11	15	1			129	11
2	JLN BU 11/8	65	6	58	1	0			6		58	1	6				58	1
3	JLN BU 11/9	140	12	125	2	1		1	12		125	3	12				125	3
4	JLN BU 11/11	43	5	35	2	1		1	5		35	3	5				35	3
5	JLN BU 11/13	66	2	61	3	0			2		61	3	2				61	3
6	JLN BU 11/14	62	3	53	6	0			3		53	6	3				53	6
7	JLN BU 11/15	106	3	97	5	1		1	3		97	6	3				97	6
8	JLN BU 11/17	46	2	42	1	1		1	2		42	2	2				42	2
9	JLN BU 12/2	133	21	103	7	2	1	1	22		103	8	21				103	9
10	JLN BU 12/3	93	17	68	8	0			17		68	8	17				68	8
11	JLN BU 12/4	72	1	70	1	0			1		70	1	1				70	1
12	JLN BU 12/5	78	4	72	1	1		1	4		72	2	4				72	2
13	JLN BU 12/6	123	8	114	1	0			8		114	1	8				114	1
14	JLN BU 12/7	55	4	51		0			4		51		4				51	
15	JLN BU 12/8	117	4	104	7	2		2	4		104	9	4				104	9
16	JLN BU 12/9	41	5	32	3	1	1		5	1	32	3	5	1			32	3
17	JLN BU 12/10	27	3	24		0			3		24		3				24	
18	JLN BU 11/4	94		89	4	1		1			89	5					89	5
19	APT BAYU PUTERI JLN TROPICANA SELATAN	230	16	200	12	2	2		17	1	200	12	17	1			200	12
20	JLN BU 11/2	131	7	117	7	0			7		117	7	7				117	7
21	JLN BU 11/10	16		16		0					16						16	
22	JLN BU 11/6	126	4	121	1	0			4		121	1	4				121	1
23	P/PURI DAMAN TMN PUTRI IMPIAN	3	3			0			3				3					
24	KG BUKIT BULMUT	2			2	0						2						2
25	JLN BU 11/5	117	1	109	6	1		1	1		109	7	1				109	7
26	BLOK A PANGSAPURI BAYU PUTERI	5		5		0					5						5	
27	P/PURI PERMAI TROPICANA SELATAN	58	52	1	3	2		2	51	1	1	5	52				1	5
28	JLN BU 11/3	44	5	37	1	1	1		6		37	1	5		1		37	1
29	APT DAMAI TROPICANA SELATAN	40	21	3	11	5	3	2	24		3	13	22				3	15
30	JLN BU 11/12	35	6	29		0			6		29		6				29	
31	JLN BU 11/1A	49	2	43	4	0			2		43	4	2				43	4
32	MUTIARA TROPICANA	33	19	11	2	1	1		20		11	2	19		1		11	2
801	PENGUNDI TIDAK HADIR	4	2	2		0			2		2		2				2	
