kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN RIMBA	2455	201	1717	508	28	8	20	205	4	1717	528	201	1		2	1717	533
2	BUKIT BENDERA	3922	1276	1645	969	32	12	20	1277	11	1645	989	1277	1	1		1645	998
3	BANDAR MENTAKAB	1108	256	772	71	9	9		255	10	772	71	257	3	1	1	772	74
4	SUNGAI SEMANTAN	474	126	296	51	1	1		122	5	296	51	126	1			296	51
5	TANJUNG KERAYONG	1479	850	390	97	142	4	138	845	9	390	235	851		1		390	237
6	KAMPUNG BAHARU	2335	11	2284	35	5	1	4	5	7	2284	39	11	1			2284	39
7	KAMPUNG SUNGAI ARA	492	173	168	138	13	3	10	175	1	168	148	173				168	151
8	MENTAKAB TENGAH	1630	81	1390	147	12	1	11	81	1	1390	158	81				1390	159
9	TAMAN KSM	1983	265	1587	122	9	4	5	264	5	1587	127	265	2			1587	129
10	KAMPUNG CHATIN	3299	2452	516	262	69	11	58	2446	17	516	320	2453		2		516	328
11	SRI KEMUNING	2379	2026	173	154	26	4	22	2023	7	173	176	2027		1		173	178
12	TEMERLOH JAYA	3875	3257	257	301	60	14	46	3262	9	257	347	3261	4	1		257	352
