kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SPAK	271	1	10		260	260		2	259	10		1	257	2	1	10	
2	PADEH	515	3	12		500	500		9	494	12		3	485	11	4	12	
3	BEBANGGAI	181	3	11		167	165	2	3	165	11	2	3	163	2		11	2
4	BETONG	1666	169	1009		488	481	7	169	481	1009	7	169	459	20	2	1009	7
5	KAMPUNG BETONG	1283	1203	18		62	61	1	1212	52	18	1	1203	58		3	18	1
6	LUBAU	318	1	6		311	311		5	307	6		1	310	1		6	
7	PENYALANEH	231	1	7		223	223		5	219	7		1	220		3	7	
8	JELAU	189	1	8		180	180		1	180	8		1	176	2	2	8	
9	MELANJAN	120		2		118	118		2	116	2			116	1	1	2	
10	TAPEH	223		16		207	207		2	205	16			205	2		16	
11	LUING	255		1		254	254		1	253	1			253	1		1	
12	KRAPA	147	1			146	146		3	144			1	146				
13	TEGUYU	114				114	114			114				114				
14	PERDU	170				170	170		3	167				170				
15	DABOK	838	4	9		825	825		10	819	9		4	805	14	6	9	
16	GAWIS	129		7		122	122		1	121	7			122			7	
17	BALINGAM	121	19	1		101	101		21	99	1		19	99	2		1	
18	KRON	162	1	4		157	157			158	4		1	157			4	
19	PLEPOK	84	2	1		81	81			83	1		2	81			1	
20	MERUNJAU	106				106	106			106				106				
21	ENTANAK	265	3	16		246	246		5	244	16		3	244		2	16	
22	SAKA	437	1	11		425	425		3	423	11		1	418	5	2	11	
23	PENURIN	157	3			154	154		6	151			3	153	1			
24	TANU	289		1		288	288		3	285	1			281	3	4	1	
25	JUGIR	514	5	29		480	478	2	10	473	29	2	5	472	4	2	29	2
26	PASA	241	3	6		232	232		4	231	6		3	230	1	1	6	
27	SELULAP	176		8		168	168		3	165	8			166	1	1	8	
28	STAMBAK	165	2	1		162	162		6	158	1		2	161		1	1	
