kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUARTERS POLIS	12	12			0			12				12					
2	KG. DURIAN TINGGI	96	96			0			96				96					
3	KG. PULAI TINGGI	304	303	1		0			303		1		303				1	
4	KG. WAKAF KEDUNDUNG	194	194			0			194				194					
5	PEKAN BUKIT PAYUNG	1246	1206	30	7	3		3	1204	2	30	10	1206				30	10
6	TAMAN MAS	141	141			0			141				141					
7	KG. ALOR LIT	108	108			0			108				108					
8	TAMAN AMIN	59	59			0			58	1			59					
9	KG. WAKAF NYIUR KEMBAR	68	68			0			68				68					
10	KG. PADANG LEBAN	290	286		1	3	1	2	286	1		3	287					3
701	BALAI POLIS BUKIT PAYUNG	11	9			2	2		10	1			9		1			1
801	PENGUNDI TIDAK HADIR	2	2			0			2				2					
