kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN ENG ANN 1	2975	17	2607	337	14	1	13	16	2	2607	350	17		1		2607	350
2	PERSIARAN SULTAN IBRAHIM 2	2711	31	2594	82	4		4	28	3	2594	86	31				2594	86
3	BANDAR KLANG	2733	35	2536	154	8	4	4	38	1	2536	158	35	1			2536	161
4	SUNGAI PINANG SELATAN	846	11	810	23	2	1	1	11	1	810	24	11				810	25
5	PASAR JAWA	2340	140	2119	70	11	7	4	144	3	2119	74	140				2119	81
6	JALAN GOH HOCK HUAT	1689	258	1328	95	8	6	2	261	3	1328	97	259	1			1328	101
7	PERSIARAN SULTAN IBRAHIM 1	2444	69	2341	31	3	2	1	68	3	2341	32	70				2341	33
8	TAMAN ENG ANN 2	1247	6	1141	97	3	1	2	6	1	1141	99	6	1			1141	99
9	TAMAN BERKELEY	3873	43	3508	306	16	1	15	43	1	3508	321	43				3508	322
10	BANDAR BARU KLANG	1016	448	453	88	27	14	13	456	6	453	101	449	1			453	113
11	BUKIT KUDA	3331	908	1934	442	47	19	28	916	11	1934	470	909	3	1	1	1934	483
12	KAMPUNG BATU BELAH	6286	2637	2269	1336	44	11	33	2638	10	2269	1369	2642	1		2	2269	1372
13	TAMAN KLANG	2327	19	2179	126	3	1	2	18	2	2179	128	19				2179	129
14	JALAN MERU	1495	39	1353	96	7	4	3	41	2	1353	99	39	1			1353	102
15	KLANG KAWASAN 19	5759	785	4370	585	19	6	13	784	7	4370	598	785		1		4370	603
16	TAMAN KLANG UTAMA 1	3698	242	2616	813	27	16	11	252	6	2616	824	242		2		2616	838
17	TAMAN KLANG UTAMA 2	3755	379	2760	606	10	6	4	380	5	2760	610	379				2760	616
18	SUNGAI BERTIH SELATAN	5015	1898	2008	1047	62	13	49	1907	4	2008	1096	1899	3		1	2008	1104
19	SUNGAI BERTIH UTARA	4477	805	2099	1527	46	9	37	813	1	2099	1564	807			1	2099	1570
