kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LORONG AYER ITAM	38	1	32	5	0			1		32	5	1				32	5
2	JALAN AYER ITAM	384	26	268	89	1	1		27		268	89	26				268	90
3	JALAN BROOK	9		6	3	0					6	3					6	3
4	JALAN LIM MAH CHYE	11		11		0					11						11	
5	LINTANG PASAR	19	2	1	16	0			2		1	16	2				1	16
6	LEBOH NAMBAYAR	78	5	67	4	2		2	5		67	6	5				67	6
7	JALAN ROSS	9		7	2	0					7	2					7	2
8	JLN SCOTLAND	21	4	16	1	0			4		16	1	4				16	1
9	JLN UTAMA	109	11	72	26	0			11		72	26	11				72	26
10	QRS ATTENDANT JLN UTAMA	20	6	1	13	0			6		1	13	6				1	13
11	SOLOK YORK	205	11	50	144	0			11		50	144	11				50	144
12	JALAN YORK	304	52	152	100	0			52		152	100	52				152	100
13	RESIDENCY	14	4	6	4	0			4		6	4	4				6	4
14	LENGKOK YORK	147	7	137	2	1		1	7		137	3	7				137	3
15	TAMAN SCOTLAND	60		57	2	1		1			57	3					57	3
16	MEDAN YORK	87	3	74	10	0			3		74	10	3				74	10
17	HALAMAN YORK	267	8	247	11	1	1		9		247	11	8				247	12
18	SLK PIGGOT	26		25		1	1			1	25						25	1
19	JALAN SKIPTON	11	3	7	1	0			3		7	1	3				7	1
20	JLN PIGGOT	14		9	4	1		1			9	5					9	5
