kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN SAKEH	5692	2632	2888	160	12	4	8	2632	4	2888	168	2633	3			2888	168
2	TEMENGGONG AHMAD DALAM	3118	845	2171	86	16	4	12	847	2	2171	98	847	2			2171	98
3	SUNGAI ABONG	1754	844	779	112	19	2	17	843	3	779	129	844	1			779	130
4	JALAN HAJI ABDULLAH	2058	1272	734	29	23	7	16	1276	3	734	45	1272	3			734	49
5	HAJI ABDULLAH SELATAN	1415	1149	247	11	8	2	6	1151		247	17	1150		1		247	17
6	JERAM TENGAH	1256	899	326	22	9	2	7	899	2	326	29	899				326	31
7	BUKIT BATU	1354	1042	308	3	1		1	1040	2	308	4	1042				308	4
8	KAMPONG ULU	2303	1457	738	91	17	7	10	1462	2	738	101	1457	2	1		738	105
9	SIMPANG JERAM	4210	2271	1827	100	12	8	4	2275	4	1827	104	2273		3		1827	107
10	SRI TANJONG	979	517	428	24	10	8	2	518	7	428	26	517				428	34
11	KAMPONG SUNGAI ABONG	4054	2068	1814	145	27	4	23	2070	2	1814	168	2068			1	1814	171
