kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RUMAH PANGSA JOHOR	17	16		1	0			16			1	16					1
2	RUMAH PANGSA KEDAH	18	10	3	5	0			10		3	5	10				3	5
3	RUMAH PANGSA KELANTAN	26	14	3	9	0			14		3	9	14				3	9
4	RUMAH PANGSA PERAK	4	1	1	2	0			1		1	2	1				1	2
5	RUMAH PANGSA PERLIS	25	11		13	1		1	11			14	11					14
6	RUMAH PANGSA SELANGOR	13	6	1	5	1		1	6		1	6	6				1	6
7	RUMAH PANGSA TERENGGANU	22	11		11	0			11			11	11					11
8	JALAN BANGSAR	558	350	98	103	7	3	4	352	1	98	107	351				98	109
9	JALAN ABDULLAH	419	302	13	99	5		5	301	1	13	104	302				13	104
10	RUMAH PERBANDARAN JLN BUKIT BANGSAR	526	295	16	205	10	3	7	298		16	212	295		1		16	214
11	RUMAH KTM JALAN BANGSAR	901	658	10	224	9	3	6	661		10	230	658		2		10	231
12	R/PANGSA SRI PAHANG BKT BANGSAR	2760	1808	147	754	51	14	37	1817	5	147	791	1808	2			147	803
13	KOMPLEK NIAGA BANGSAR UTAMA	162	108	3	49	2	1	1	107	2	3	50	108				3	51
