kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SIMPUL BERLUBANG	1403	1389	11		3	3		1385	7	11		1390			1	11	1
2	KELAWEH	2056	1812	234		10	3	7	1808	7	234	7	1812				234	10
3	PAK ROMAN	688	685	1		2	1	1	685	1	1	1	685				1	2
4	PANGKAL MELERET	2483	2468	13		2	1	1	2463	6	13	1	2468				13	2
5	PALOH RAWA	2196	2163	27	1	5	3	2	2161	5	27	3	2164	1			27	4
6	BATU 30	2156	2139	11		6	3	3	2141	1	11	3	2139				11	6
7	KAMPUNG RAJA	1621	1615		1	5	2	3	1616	1		4	1615		1			5
8	KAMPUNG PAUH	908	811	80	14	3	1	2	812		80	16	812				80	16
9	BANDAR TEMANGAN	2035	1606	411	13	5	3	2	1601	8	411	15	1607	2			411	15
10	KAMPUNG KERILLA	2336	2181	91	48	16	2	14	2177	6	91	62	2181				91	64
11	PANGKAL CHUIT	2472	2458	3	2	9	4	5	2457	5	3	7	2459		2		3	8
