kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BATU 7 BUKIT KEMUNING	323	30	194	96	3	1	2	31		194	98	30				194	99
2	BATU 8 BUKIT KEMUNING	1175	33	362	771	9	7	2	36	4	362	773	33				362	780
3	LADANG BUKIT KEMUNING	144	17	1	126	0			17		1	126	17				1	126
4	LADANG EMERLAND	29	1		28	0			1			28	1					28
5	LADANG MERTON	22	2	6	14	0			2		6	14	2				6	14
6	LADANG BUKIT RIMAU	16	4	7	5	0			4		7	5	4				7	5
7	LDG BUKIT TINGGI	8	3		5	0			3			5	3					5
8	T BKT KEMUNING	135	58	15	62	0			58		15	62	58				15	62
9	JLN KEMUNING 4	25	9	14	2	0			9		14	2	9				14	2
10	JLN KEMUNING 5	21	5	9	7	0			5		9	7	5				9	7
11	JLN KEMUNING 6	27	5	7	15	0			5		7	15	5				7	15
12	JLN KEMUNING 7	20	11	1	8	0			11		1	8	11				1	8
13	JLN KEMUNING 8	15		3	12	0					3	12					3	12
14	LRG KEMUNING 7	8	8			0			8				8					
15	LTNG KEMUNING 6	16		4	12	0					4	12					4	12
16	LRG 2A BKT KEMUNING	2			2	0						2						2
17	JLN BKT RIMAU 1	25	8	4	11	2	2		10		4	11	8				4	13
18	JLN BKT RIMAU 2	129	86		41	2	1	1	87			42	86					43
19	JLN BKT RIMAU 3	28	28			0			28				28					
20	JLN BKT RIMAU 4	91	62	14	13	2		2	62		14	15	62				14	15
21	LRG BKT RIMAU 4B	43	26	2	13	2	1	1	27		2	14	26				2	15
22	LENGKOK RIMAU	8	6	1	1	0			6		1	1	6				1	1
23	LENGKOK BKT RIMAU 1	39	36	1	2	0			36		1	2	36				1	2
24	LRG BKT RIMAU 1	4			4	0						4						4
25	JLN 5 T BUNGA INDAH	13		3	9	1	1			1	3	9					3	10
26	JLN 6 T BUNGA INDAH	5			5	0						5						5
27	SLK TK JAMBU 1B	8	4	2	2	0			4		2	2	4				2	2
28	SLK TK JAMBU 4	11	2	1	8	0			2		1	8	2				1	8
29	TMN ALAM NYATA	169	13	54	101	1		1	13		54	102	13				54	102
30	TMN BUNGA INDAH	30	2	6	21	1	1		2	1	6	21	2				6	22
31	JLN BUKIT KEMUNING	97	26	25	46	0			25	1	25	46	26				25	46
32	KEMUNING UTAMA SEK 33	756	62	618	69	7	3	4	63	2	618	73	63	1			618	74
33	KEMUNING UTAMA SEK 32	490	71	341	72	6	3	3	71	3	341	75	72	1			341	76
34	KEMUNING PERMAI SEK.33	210	59	124	25	2	1	1	60		124	26	59	1			124	26
801	PENGUNDI TIDAK HADIR	2		2		0					2						2	
