kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	DESA JAYA JALAN 1 - JALAN 19	2587	200	2080	284	23	12	11	203	9	2080	295	202	3	2		2080	300
2	SRI DAMANSARA JALAN SD 1 - SD 5	4659	853	3297	463	46	13	33	862	4	3297	496	853	1			3297	508
3	SRI DAMANSARA JALAN SD7 - JALAN SD9	3701	884	2567	200	50	17	33	889	12	2567	233	889	2	5	1	2567	237
4	BUKIT LANJAN	4398	1367	2054	455	522	381	141	1546	202	2054	596	1373	9	6	2	2054	954
5	DESA JAYA JALAN 20 - JALAN 38	2564	316	1888	343	17	7	10	317	6	1888	353	317	1	4		1888	354
6	DESA JAYA JALAN 39 - JALAN 56	1819	632	809	353	25	14	11	639	7	809	364	632	4	1	1	809	372
7	DAMANSARA DAMAI PJU 10	2858	1201	1027	552	78	38	40	1228	11	1027	592	1203	4			1027	624
8	SRI DAMANSARA JALAN SD 10	5061	1384	3246	341	90	37	53	1405	16	3246	394	1384	7	1		3246	423
9	SRI DAMANSARA JALAN SD12	767	445	232	74	16	13	3	452	6	232	77	445	1	1		232	88
10	SAUJANA DAMANSARA PJU 10	3252	1901	802	433	116	44	72	1935	10	802	505	1903	3	3	1	802	540
11	TAMAN EHSAN JALAN 5	2528	1023	1094	383	28	3	25	1022	4	1094	408	1023				1094	411
12	TAMAN EHSAN JALAN 2	2477	769	1376	317	15	3	12	767	5	1376	329	769	1	1	1	1376	329
13	DESA AMAN PURI	6116	765	4936	321	94	60	34	806	19	4936	355	768	7	1	2	4936	402
14	TAMAN EHSAN JALAN 4	2484	992	1157	310	25	4	21	990	6	1157	331	992		1		1157	334
15	SUNGAI BULOH	3186	493	1766	884	43	6	37	496	3	1766	921	495	2			1766	923
16	SELAYANG UTAMA	2813	1169	1240	372	32	9	23	1173	5	1240	395	1169	2	1	2	1240	399
17	KEPONG UTARA	1894	585	1259	43	7	3	4	585	3	1259	47	585				1259	50
18	SELAYANG JAYA	4234	529	3344	326	35	14	21	534	9	3344	347	529				3344	361
19	TAMAN DAYA	2524	18	2423	68	15	9	6	20	7	2423	74	18				2423	83
20	TAMAN INDAH PERDANA	1543	41	1423	58	21	9	12	47	3	1423	70	42				1423	78
21	TAMAN BIDARA	2752	1197	1265	260	29	10	19	1205	2	1265	279	1198	1	1		1265	286
