kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
21	TEBEDU	12095	220	174		11701	11694	7	471	11440	174	10	220	263	11399	32	174	7
22	KEDUP	11140	116	762		10262	10254	8	282	10086	762	10	116	1778	8457	19	762	8
23	BUKIT SEMUJA	14394	2683	2892		8819	8771	48	2952	8501	2892	49	2683	2109	6629	33	2892	48
