kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JELOR	1738	1732	1		5	1	4	1730	3	1	4	1732	1			1	4
2	KAMPUNG NARA	1517	1469	19		29	1	28	1467	3	19	28	1469				19	29
3	KAMPUNG MERKANG	1501	1498			3		3	1496	2		3	1498					3
4	PADANG PAK AMAT	2374	2361	8	1	4	1	3	2359	3	8	4	2361				8	5
5	PANGGONG	2414	2410	1		3	1	2	2405	6	1	2	2410	1			1	2
6	PERMATANG SUNGKAI	1532	1526		5	1		1	1520	6		6	1526					6
7	CHERANG TULI	2640	2620	13	1	6	3	3	2619	4	13	4	2622	1			13	4
8	SARING	1661	1656	2		3	2	1	1652	6	2	1	1656	2			2	1
9	ALOR PASIR	3401	3328	42	7	24	5	19	3326	7	42	26	3330				42	29
10	GONG SERAPAT	2009	1901	78	5	25	4	21	1897	8	78	26	1901				78	30
11	BANDAR PASIR PUTEH	2566	2132	393	8	33	10	23	2123	19	393	31	2132	2	1		393	38
12	DALAM KEMUNTING	1051	1030	12	3	6		6	1028	2	12	9	1030				12	9
13	KAMPUNG RAJA	1225	1222			3		3	1221	1		3	1222					3
