kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SEKSYEN 34 SHAH ALAM	1292	970	123	188	11	5	6	973	2	123	194	971			2	123	196
2	SUNGAI KANDIS	2007	1668	134	187	18	8	10	1671	5	134	197	1668	4			134	201
3	TELUK MENEGUN	2836	1902	238	677	19	2	17	1902	2	238	694	1902				238	696
4	LLN CONNOUGHT BRIDGE	2121	1558	108	435	20	4	16	1557	5	108	451	1558	2	1		108	452
5	KAMPUNG PANDAN	992	915	34	36	7	1	6	912	4	34	42	915		1		34	42
6	KAMPUNG JAWA	3813	2198	562	1016	37	11	26	2206	3	562	1042	2200	2			562	1049
7	KOTA RAJA	3194	2091	510	556	37	20	17	2104	7	510	573	2094	6			510	584
8	TAMAN SERI ANDALAS 1	6494	3620	1537	1231	106	46	60	3653	13	1537	1291	3623	1	3	3	1537	1327
9	TAMAN SERI ANDALAS 2	3613	2101	577	893	42	10	32	2106	5	577	925	2101	1		1	577	933
10	BUKIT JATI	2607	1658	433	495	21	11	10	1667	2	433	505	1659	1		1	433	513
11	TAMAN SERI ANDALAS 3	3311	2123	337	650	201	162	39	2277	8	337	689	2125	2	2		337	845
12	JALAN RAYA TIMUR	335	81	103	149	2	1	1	82		103	150	81				103	151
13	BANDAR PUTERI KLANG	3472	1363	1060	1009	40	20	20	1373	10	1060	1029	1365	3	3		1060	1041
14	JALAN KEBUN	4211	4037	46	52	76	20	56	4047	10	46	108	4037		3	1	46	124
15	JOHAN SETIA	4410	4071	29	216	94	16	78	4078	9	29	294	4071	1	1		29	308
16	SERI GAMBUT	1242	971	37	193	41	12	29	973	10	37	222	971	1	4		37	229
17	KAMPUNG BUKIT NAGA	1535	1436	4	65	30	10	20	1445	1	4	85	1437	1			4	93
18	HAJI HUSIN JALAN KEBUN	1839	1650	44	64	81	9	72	1651	8	44	136	1652		1		44	142
19	TAMAN BERJAYA	1476	1424	1	9	42	7	35	1429	2	1	44	1424		2		1	49
