kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TMN GOLDEN HILL	176	5	151	16	4	1	3	5	1	151	19	5	1			151	19
2	PEKAN GEMAS BAHRU	1169	36	1075	56	2		2	36		1075	58	36				1075	58
3	TMN ANGGERIK DESA	289	41	25	223	0			40	1	25	223	41				25	223
4	TMN BINTANG	502	6	154	341	1		1	6		154	342	6				154	342
5	TMN WIRA	150	6	118	26	0			5	1	118	26	6				118	26
6	TMN SAHABAT	6	1	5		0			1		5		1				5	
7	TMN GEMAS BARU	146	16	35	95	0			16		35	95	16				35	95
8	TMN SRI GEMAS	21		21		0					21						21	
9	JLN RAJA GEMAS	3		3		0					3						3	
10	GATE KERETAPI GEMAS BARU	2	2			0			2				2					
11	TAMAN MEGAH 2 GEMAS	3		2	1	0					2	1					2	1
12	TMN GEMBIRA	123	34	48	37	4	2	2	36		48	39	34				48	41
13	TMN MEGAH	95	19	52	24	0			19		52	24	19				52	24
14	TMN BKT LENTANG GEMAS BARU	140	27	22	90	1	1		28		22	90	27				22	91
