kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TERPAI	506	74	6	3	423	419	4	126	367	6	7	74	1			6	425
2	SALONG	400	375	1	3	21	6	15	374	7	1	18	375				1	24
3	MAMBANG	991	434	23	1	533	528	5	466	496	23	6	434	1			23	533
4	PALOH HINAI	1116	798	11	4	303	287	16	808	277	11	20	798				11	307
5	KAMPUNG DUSUN	699	9	27	2	661	658	3	61	606	27	5	9	4			27	659
6	FELDA CHINI TIMUR 3 & 4	843	834		7	2	2		835	1		7	835	1				7
7	FELDA CHINI TIMUR 1	2227	2216		2	9	2	7	2214	4		9	2216					11
8	FELDA CHINI TIMUR 2	1794	1791			3	2	1	1793			1	1791					3
9	FELDA CHINI 5	1988	1984	1		3	1	2	1984	1	1	2	1984				1	3
10	FELDA CHINI 4	2386	2381	1	1	3		3	2378	3	1	4	2381				1	4
11	FELDA CHINI 1	2541	2523	3	1	14	5	9	2526	2	3	10	2524	1	1		3	12
12	FELDA CHINI 2	2967	2933	2	2	30	23	7	2942	14	2	9	2933	2			2	30
13	FELDA CHINI 3	2793	2784			9	2	7	2785	1		7	2784	2				7
