kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	FELDA JENGKA 11	2564	2557		3	4	1	3	2552	6		6	2558					6
2	BANDAR PUSAT	4191	4142	7	10	32	8	24	4135	15	7	34	4146				7	38
3	FELDA JENGKA 14	2541	2533	1		7	3	4	2529	7	1	4	2534				1	6
4	FELDA JENGKA 21	2099	1955	8	134	2	1	1	1950	6	8	135	1956				8	135
5	FELDA JENGKA 15	1974	1943		26	5	2	3	1942	3		29	1944					30
6	FELDA JENGKA 16	1936	1836	10	86	4	3	1	1836	3	10	87	1836				10	90
7	FELDA JENGKA 20	2067	2037	2	25	3	1	2	2031	7	2	27	2037	1			2	27
8	FELDA JENGKA 17	1979	1971	1	4	3	1	2	1969	3	1	6	1972				1	6
9	FELDA JENGKA 18	2647	2638		2	7	2	5	2634	6		7	2638					9
10	FELDA JENGKA 19	2723	2685	3	27	8	3	5	2677	11	3	32	2685				3	35
