kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BAKAU TINGGI	1276	1006	248	8	14	10	4	1012	4	248	12	1006	4			248	18
2	KAMPUNG BESUT	1714	1651	39	12	12	2	10	1651	2	39	22	1651	1			39	23
3	KAMPUNG TUAN	794	751	34	4	5	1	4	742	10	34	8	752				34	8
4	GONG LIMAU	3318	3138	82	81	17	6	11	3133	11	82	92	3140	3			82	93
5	GONG PAUH	3004	2928	35	19	22	4	18	2925	7	35	37	2929	2			35	38
6	KUBANG KURUS	3956	2937	878	72	69	41	28	2941	37	878	100	2940	16	1		878	121
7	BANGGUL	725	664	57	2	2		2	659	5	57	4	664				57	4
8	KAMPUNG TENGAH	1759	765	967	13	14	2	12	756	11	967	25	765	1			967	26
9	KUALA KEMAMAN	2052	1913	129	1	9	5	4	1907	11	129	5	1913	2			129	8
10	GELIGA	3301	3253	24	4	20	8	12	3251	10	24	16	3253	5			24	19
11	JAKAR	2035	949	1043	31	12	8	4	946	11	1043	35	949	2			1043	41
12	FIKRI	1913	1645	223	36	9	2	7	1647		223	43	1645	1			223	44
13	PAYA BERENJUT	2286	2265	12	3	6	1	5	2261	5	12	8	2265				12	9
14	GELIGA BESAR	2241	2152	76	4	9	4	5	2153	3	76	9	2152	2			76	11
