kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LIMBUAK	496	22	1		473	454	19	290	186	1	19	22			1	1	472
2	KAPITANGAN	383	43	2		338	282	56	75	250	2	56	43				2	338
3	SABUR	356	33			323	301	22	123	211		22	33					323
4	KARAKIT	1011	53	2		956	441	515	440	54	2	515	53	1			2	955
5	MENGKUBAU	735	32	1		702	519	183	249	302	1	183	32				1	702
6	MALAWALI	120	3		1	116	16	100	18	1		101	3					117
7	TANJUNG PIRING	544	21		1	522	510	12	336	195		13	21					523
8	MANGKAPON	851	34	4		813	809	4	197	646	4	4	34				4	813
9	KANIBONGAN	1912	49	17		1846	1755	91	528	1276	17	91	49	9			17	1837
10	PANTAI	1132	44	5		1083	1068	15	316	796	5	15	44	1		1	5	1081
11	BALAMBANGAN	299	13			286	195	91	154	54		91	13					286
12	MALIU	816	38			778	397	381	282	153		381	38					778
13	DAGOTAN	244	5			239	45	194	45	5		194	5					239
14	LOK AGONG	351	27			324	220	104	69	178		104	27					324
15	SEBOGOH	139	15			124	32	92	39	8		92	15					124
16	LOKTOHOG	538	16			522	158	364	167	7		364	16					522
17	LAKSIAN	375	39			336	214	122	207	46		122	39					336
18	PALAK	333	14			319	211	108	108	117		108	14					319
19	TIGABU	419	20			399	68	331	76	12		331	20					399
