kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BATU LINTANG	541	40	442		59	31	28	41	30	442	28	40	14	14	3	442	28
2	BATU LINTANG FLATS	80	18	49		13	10	3	20	8	49	3	18	4	5	1	49	3
3	B L T C	38	11	21		6	5	1	11	5	21	1	11	4	1		21	1
4	IRIS GARDEN	284	9	269		6	5	1	9	5	269	1	9	1	2	2	269	1
5	JALAN BUKITAN	16	1	15		0				1	15		1				15	
6	JALAN BEDAYUH	44	3	34		7	4	3	3	4	34	3	3	4			34	3
7	JALAN DUSUN	13	2	11		0			2		11		2				11	
8	JALAN LINTANG UTARA	15	5	7		3	3		5	3	7		5	2	1		7	
9	LINTANG PARK	480	11	432		37	23	14	10	24	432	14	11	14	9		432	14
10	NANGKA RD	20	1	19		0			1		19		1				19	
11	JALAN KERETAPI	296	9	268		19	14	5	12	11	268	5	9	4	8	2	268	5
12	ONG TIANG SWEE RD	744	13	690		41	38	3	13	38	690	3	13	19	13	6	690	3
13	2ND ML ROCK RD	1143	14	1072		57	33	24	14	33	1072	24	14	16	14	3	1072	24
14	3RD ML ROCK RD	661	9	625		27	16	11	8	17	625	11	9	10	3	3	625	11
15	LOWLAND ROAD	12	4	8		0			4		8		4				8	
16	UPLAND RD	98	1	91		6	6		1	6	91		1	3	3		91	
17	JALAN BISAYAH	2		2		0					2						2	
18	RIDGEWAY RD	42	1	39		2	2			3	39		1			2	39	
19	JALAN LINTANG SELATAN	22	6	11		5	3	2	6	3	11	2	6		2	1	11	2
20	GREEN RD	536	4	503		29	15	14	4	15	503	14	4	5	9	1	503	14
21	MIDLANDS RD	12	1	9		2	2		1	2	9		1	2			9	
22	WINGLI PARK	142		142		0					142						142	
23	BONG CHIN TERRACE 2ND ML	211	4	202		5	5		4	5	202		4	3	2		202	
24	KELLY GARDEN	40		40		0					40						40	
25	LIONG SENG GARDEN	101	1	97		3		3	1		97	3	1				97	3
801	PENGUNDI TIDAK HADIR	3		3		0					3						3	
