kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SHAH ALAM S 27 A	3124	2434	353	266	71	42	29	2455	21	353	295	2436	4	2	1	353	328
2	SHAH ALAM S 28	2658	1704	355	528	71	55	16	1741	18	355	544	1707	3	1	2	355	590
3	SRI MUDA 1	5212	1562	1246	2260	144	82	62	1614	30	1246	2322	1564	17	1	1	1246	2383
4	SRI MUDA 2 UTARA	4156	1013	1141	1679	323	258	65	1228	43	1141	1744	1016	13	2		1141	1984
5	BUKIT KEMUNING	4144	677	1821	1608	38	21	17	686	12	1821	1625	679	3			1821	1641
6	KAMPUNG BARU HICOM	967	628	4	305	30	19	11	640	7	4	316	630	2	1		4	330
7	PUTRA HEIGHT	5937	3055	2139	596	147	45	102	3077	23	2139	698	3063	5	3	6	2139	721
8	SRI MUDA 2 SELATAN	4083	1259	1381	1280	163	120	43	1338	41	1381	1323	1264	14	2	1	1381	1421
9	KOTA KEMUNING JALAN 31/1 - 31/80	3862	824	2547	433	58	29	29	837	16	2547	462	825	1	2	1	2547	486
10	BUKIT RIMAU	3369	879	1857	582	51	29	22	895	13	1857	604	881	5	3	1	1857	622
11	SHAH ALAM S 27 B	3446	2321	412	613	100	69	31	2354	36	412	644	2321	6		1	412	706
12	APARTMENT S 28	1939	1111	278	525	25	18	7	1123	6	278	532	1111	2			278	548
13	KOTA KEMUNING JALAN 31/81 - 31/170	2378	333	1789	237	19	7	12	338	2	1789	249	334				1789	255
14	SHAH ALAM S 26	1502	916	294	275	17	9	8	921	4	294	283	916	2			294	290
