kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH IGU SKRA	33		2		31	31		1	30	2			31			2	
2	RH KUNJANG SEMBAYANG	138	1			137	137		6	132			1	136	1			
3	RH KUDANG SKRA	41	1	1		39	39		4	36	1		1	39			1	
4	RH NYALON RIRANG	86	1			85	85		1	85			1	84		1		
5	RH ASSAN TEMELAN ULU	58		2		56	56			56	2			54	2		2	
6	PULAU SEDUKU	207	198	1		8	8		201	5	1		198	8			1	
7	RH ATTA TEMELAN ILI	26				26	26		1	25				26				
8	RH UJANG TRUSAN	32		1		31	31		2	29	1			31			1	
9	RH RADIN PUTAT	186	1	3		182	182		2	181	3		1	182			3	
10	RH PIPIT TG BIJAT	58	1			57	57		1	57			1	55	2			
11	KG TAJOR TG BIJAT	11	5			6	6		5	6			5	6				
