kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BATU ENAM	2278	163	92	1	2022	1951	71	907	1207	92	72	164	25	2	1	92	1994
2	KABANG	1406	175	77	2	1152	1122	30	491	806	77	32	175	10	1		77	1143
3	GADONG	879	151	41	3	684	625	59	510	266	41	62	151	3		1	41	683
4	BONGAWAN	1999	261	162	4	1572	1525	47	1601	185	162	51	263	6			162	1568
5	KIMANIS MANDAHAN	1158	287	13	1	857	815	42	683	419	13	43	288			1	13	856
6	KIMANIS ESTATE	2170	421	44	11	1694	1621	73	1889	153	44	84	427	6		2	44	1691
7	SIMPANGAN	1322	35	207	2	1078	1038	40	126	947	207	42	36	12		2	207	1065
8	KUALA PUS	943	21	7	1	913	903	10	153	771	7	11	21	9			7	905
9	BONGAWAN ESTATE	640	72	6		562	538	24	307	303	6	24	72	7		1	6	554
10	SELADAN	3444	310	40	1	3093	3037	56	3260	87	40	57	311			1	40	3092
