kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN KEMUMIN	3008	2893	19	29	67	60	7	2875	78	19	36	2897	11	9	1	19	71
2	TAPANG	2593	2542	36	5	10	3	7	2540	5	36	12	2542	1			36	14
3	KEMUMIN	2563	2518	21	7	17	7	10	2521	4	21	17	2518			1	21	23
4	PANCHOR	2931	2893	15	3	20	2	18	2889	6	15	21	2893				15	23
5	SERING	2137	2004	129		4		4	1995	9	129	4	2004				129	4
6	PASIR KASAR	1492	1492			0			1491	1			1492					
7	PULAU BELANGA	2064	2028	31	2	3	2	1	2023	7	31	3	2029				31	4
8	TOK KU	2303	2288	9		6		6	2281	7	9	6	2288				9	6
9	KAMPUNG BELUKAR	2480	2400	61	3	16	2	14	2394	8	61	17	2400	1			61	18
10	PADANG TEMBAK	3631	3572	21	21	17	1	16	3568	5	21	37	3573				21	37
11	PANJI	2259	2213	37	2	7	3	4	2209	7	37	6	2213	1	1		37	7
12	PASIR TOK KAMBING	1048	1036	9		3		3	1034	2	9	3	1036				9	3
