kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG DAMBAI	80	1	7	1	71	67	4	3	65	7	5	1				7	72
2	KG KAMBAU	279	1	21		257	255	2	13	243	21	2	1				21	257
3	KG SAPAU	65	2	6		57	56	1	3	55	6	1	2				6	57
4	KG KIANAU	13				13	13		1	12								13
5	KG DAMBAU	13	1	5		7	6	1	1	6	5	1	1				5	7
6	KG SUKANG	11		1		10	10		1	9	1						1	10
7	KG DUNGKAHANG	158	3	9		146	144	2	7	140	9	2	3				9	146
8	KG NAMPASAN	222	7	14		201	200	1	9	198	14	1	7	2			14	199
9	KG KIONGU	5		1		4	4		1	3	1						1	4
10	KG PUDU	4				4	4			4								4
11	KG TANAKI	383	4	49	1	329	327	2	11	320	49	3	4	2			49	328
