kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JUBAKAR PANTAI	2395	2383	2	1	9	1	8	2380	4	2	9	2383				2	10
2	DALAM RHU	2590	2546	27	10	7	1	6	2529	18	27	16	2546		1		27	16
3	BANDAR TUMPAT	2533	2160	293	36	44	16	28	2149	27	293	64	2162	1		1	293	76
4	TANJONG KUALA	1745	1713	22	2	8	2	6	1711	4	22	8	1713				22	10
5	KAMPUNG BESUT	1567	1546	17	2	2		2	1540	6	17	4	1546				17	4
6	KAMPUNG KELONG	891	887	1		3	2	1	887	2	1	1	887				1	3
7	KAMPUNG BERANGAN	2539	2446	65	4	24	1	23	2443	4	65	27	2447				65	27
8	KAMPUNG PADANG TEMBESU	2558	2390	27		141	14	127	2387	17	27	127	2390		1		27	140
9	TERBAK	2678	1330	119	36	1193	74	1119	1324	80	119	1155	1330	1			119	1228
10	KELABORAN	1906	1893	1		12	7	5	1894	6	1	5	1893	2	1		1	9
11	PULAU BELURU	1984	1978			6	2	4	1974	6		4	1978					6
12	MAK NERALANG	1036	1034			2	1	1	1033	2		1	1034					2
13	SUNGAI PINANG	1493	1478	3	1	11	1	10	1475	4	3	11	1478				3	12
14	KOK KELI	2583	2566	5	1	11	1	10	2558	9	5	11	2566				5	12
