kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	WIRA DAMAI	4200	2745	139	741	575	15	560	2755	5	139	1301	2745	2	2		139	1312
2	TAMAN JASA	2334	1847	61	391	35		35	1845	2	61	426	1847				61	426
3	SUNGAI TUA	2172	1793	56	213	109	23	86	1810	6	56	299	1794	1	1	1	56	318
4	KAMPUNG NAKHODA	4385	4184	10	51	140	15	125	4186	13	10	176	4187	3			10	185
5	KAMPUNG LAKSAMANA	5511	2454	180	2676	201	7	194	2452	9	180	2870	2456	1	1		180	2873
6	SELAYANG BAHARU EMPAT	3230	994	1728	381	127	13	114	1005	2	1728	495	994	1			1728	507
7	SELAYANG BAHARU LIMA	2455	454	1003	965	33	9	24	455	8	1003	989	454	2			1003	996
8	TAMAN SELAYANG	2947	1360	314	1254	19	2	17	1360	2	314	1271	1360				314	1273
9	TAMAN BATU CAVES	2798	2060	93	579	66	13	53	2070	3	93	632	2062	1	2		93	640
10	PEKAN BATU CAVES LAMA	2125	1141	331	583	70	47	23	1161	27	331	606	1143	9	9	1	331	632
11	BATU CAVES	1179	213	440	501	25	19	6	223	9	440	507	215	2	7		440	515
12	BATU 8 SUNGAI TUA	844	459	189	150	46	6	40	461	4	189	190	459				189	196
