kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KANCHUT	782	170	582	23	6	3	3	170	3	582	26	170				582	29
2	TAMBANG BADAK	560	120	415	23	2	1	1	118	3	415	24	120				415	25
3	BAKAR BATA	1765	569	1037	147	12	3	9	567	5	1037	156	569				1037	159
4	JALAN LUMPUR	927	208	697	20	2		2	205	3	697	22	208				697	22
5	KAMPUNG PERAK	739	72	632	33	2		2	68	4	632	35	72				632	35
6	SEBERANG NYONYA	431	44	386		1		1	43	1	386	1	44				386	1
7	JALAN RAJA	1193	645	463	47	38	37	1	638	44	463	48	647	3	14		463	66
8	JALAN KOLAM	1105	224	754	122	5	3	2	222	5	754	124	224		1		754	126
9	PENGKALAN	795	15	734	45	1		1	15		734	46	15				734	46
10	JALAN SEBERANG PERAK	836	299	482	49	6	1	5	298	2	482	54	300				482	54
11	TAMAN BAHAGIA	1298	417	806	65	10	1	9	415	3	806	74	418				806	74
12	KOTA TANAH	773	372	327	62	12	1	11	371	2	327	73	372	1			327	73
13	KAMPUNG PIEW	663	247	325	86	5		5	245	2	325	91	247				325	91
14	JALAN PEGAWAI	742	219	395	128	0			218	1	395	128	219				395	128
15	SUNGAI KOROK	1353	509	730	107	7	1	6	507	3	730	113	509	1			730	113
16	KAMPUNG TELOK	606	349	196	59	2		2	348	1	196	61	349				196	61
17	BANDAR SIMPANG KUALA	1459	348	1090	16	5		5	344	4	1090	21	348				1090	21
18	RUMAH PANGSA SIMPANG KUALA	1369	432	867	63	7	1	6	433		867	69	432				867	70
19	KAMPUNG PEGAWAI	722	352	278	89	3		3	350	2	278	92	352				278	92
20	JALAN STESYEN	665	298	299	68	0			297	1	299	68	298				299	68
21	TAMAN BEE BEE	1647	385	1209	42	11	1	10	380	6	1209	52	386				1209	52
22	TONGKANG YARD	1405	817	414	163	11	1	10	812	6	414	173	817				414	174
