kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MANANAM	889	29	3		857	839	18	62	806	3	18	29	6			3	851
2	SOGO-SOGO	384	8			376	373	3	12	369		3	8	2				374
3	ENTILIBON	1708	51	11	2	1644	1618	26	125	1544	11	28	51	33		2	11	1611
4	KARAMUAK	773	45	11		717	707	10	383	369	11	10	45				11	717
5	BUANG SAYANG	758	71	4	1	682	663	19	635	99	4	20	71	14			4	669
6	BUKIT GARAM	2508	384	23		2101	2052	49	2036	400	23	49	385	58	1	4	23	2037
7	LAMAG	368	44	1		323	317	6	276	85	1	6	44				1	323
8	BALAT	242	11	3		228	228		212	27	3		11				3	228
9	KUAMUT	697	21	5		671	665	6	333	353	5	6	21	5		1	5	665
10	TONGOD	1970	84	13	1	1871	1850	21	283	1651	13	22	84	30		7	13	1835
11	PENANGAH	1601	69	11		1521	1515	6	165	1419	11	6	69	5			11	1516
12	MASAUM	207	9			198	198		8	199			9					198
13	INARAD	335	24			311	311		23	312			24	1				310
14	SAGUAN	1234	28	2		1204	1197	7	37	1188	2	7	28	11		2	2	1191
15	KOTA KINABATANGAN	3245	825	36	11	2373	2227	146	2615	437	36	157	829	71	2	3	36	2304
16	USAHA JAYA	956	191	7	1	757	730	27	744	177	7	28	191	11	2	2	7	743
