kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUALA TEKAI	1550	1547	1	1	1		1	1543	4	1	2	1547				1	2
2	KAMPUNG MUSA	1217	1215		1	1		1	1214	1		2	1215					2
3	PEDU	1343	624	69	3	647	35	612	620	39	69	615	624				69	650
4	TONG PELU	1491	1488			3	2	1	1487	3		1	1488					3
5	KAMPUNG MESJID	2402	2389	1		12	4	8	2388	5	1	8	2389		1		1	11
6	BELUKAR LUAS	1600	1595		1	4	1	3	1592	4		4	1595					5
7	KUBANG BEMBAN	1454	1448	3	2	1	1		1449		3	2	1449				3	2
8	TANDOP BESAR	2430	2406	1	2	21	3	18	2401	8	1	20	2406				1	23
9	NAKA	2407	1803	84	5	515	41	474	1804	40	84	479	1804		2		84	517
10	LAMDIN	1163	62	70	7	1024	48	976	62	48	70	983	62				70	1031
11	NAMI	1088	805	16	1	266	6	260	802	9	16	261	805				16	267
12	FELDA LUBOK MERBAU A	2090	1996	7		87	3	84	1992	7	7	84	1996				7	87
13	FELDA LUBOK MERBAU B	1832	1825	2	1	4	2	2	1826	1	2	3	1826				2	4
14	KAMPUNG MAHAWANGSA PADANG TERAP	483	384	8		91	11	80	383	12	8	80	384				8	91
