kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BULOH AKAR	685	483	7	193	2	1	1	484		7	194	483				7	195
2	CHOPIN KIRI	410	409		1	0			408	1		1	409					1
3	CHOPIN KANAN	265	265			0			265				265					
4	KAMPONG PRAH	326	23	2	3	298	297	1	51	269	2	4	23				2	301
5	KAMPONG TEPUS	390	388		1	1	1		387	2		1	388					2
6	TANJONG BELANJA	632	608	8	16	0			607	1	8	16	608				8	16
7	SERAPOH	547	373	25	149	0			372	1	25	149	373				25	149
8	KAMPONG NYIOR	291	280	5	5	1		1	279	1	5	6	280				5	6
9	KAMPONG TUA BELANJA KIRI	518	517	1		0			516	1	1		517				1	
10	BELANJA KANAN	1344	1031	148	162	3	1	2	1031	1	148	164	1031	1			148	164
11	LADANG GLENEALY	770	527	42	194	7	6	1	527	6	42	195	527				42	201
12	PARIT UTARA	519	286	190	17	26	2	24	287	1	190	41	286	1			190	42
13	PARIT SELATAN	1748	1338	316	80	14	1	13	1337	2	316	93	1338				316	94
14	BELANJA KIRI	880	871	5		4	1	3	871	1	5	3	871				5	4
15	PASIR GAJAH	1041	1029	3	1	8	1	7	1025	5	3	8	1029				3	9
16	TANJONG MEDAN	610	608		1	1	1		607	2		1	608	1				1
17	KAMPONG PALOH	988	981	2		5	3	2	983	1	2	2	981	1			2	4
18	KAMPONG DUSUN	578	575		1	2	1	1	573	3		2	575					3
19	KAMPONG SELBOH	1146	1135	3	3	5	3	2	1132	6	3	5	1135	1			3	7
20	KAMPONG KEPALA PULAU	433	433			0			432	1			433					
21	LAYANG-LAYANG KANAN	825	815	3	1	6	2	4	817		3	5	816	1			3	5
