kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	HULU ATOK	646	642			4	1	3	643			3	642					4
2	ATOK	954	932	6	9	7	4	3	932	4	6	12	932				6	16
3	SEGA	1062	1020	3		39	28	11	1019	29	3	11	1020	1			3	38
4	CHENUA	851	705		1	145	142	3	711	136		4	705					146
5	KUNDANG PATAH	963	951	3	2	7	1	6	950	2	3	8	951				3	9
6	CHEROH	2248	446	1293	498	11	6	5	443	9	1293	503	448	2			1293	505
7	HULU SUNGAI	1627	569	3	1	1054	1050	4	630	989	3	5	569	1			3	1054
8	FELDA TERSANG TIGA	1622	1621			1	1		1621	1			1621					1
9	FELDA TERSANG DUA	1295	1292			3	3		1293	2			1292					3
10	FELDA TERSANG SATU	2064	2028	4	26	6		6	2028		4	32	2028				4	32
11	BATU MALIM	770	717	1	22	30	27	3	719	25	1	25	717				1	52
12	BATU TALAM	1086	960	20	87	19	15	4	958	17	20	91	960				20	106
