kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PANDAN PERDANA TIMUR	4283	714	2986	473	110	62	48	758	18	2986	521	715	5	4		2986	573
2	TAMAN MUDA TIMUR	2002	165	1782	49	6	4	2	167	2	1782	51	165	2			1782	53
3	TAMAN PUTRA	3072	623	2255	174	20	6	14	627	2	2255	188	623	1			2255	193
4	TAMAN SERAYA	5257	1361	3672	172	52	14	38	1368	7	3672	210	1361	1		1	3672	222
5	TAMAN MELOR	2316	1260	888	143	25	5	20	1263	2	888	163	1260				888	168
6	TAMAN MEGA JAYA	760	408	313	28	11	3	8	410	1	313	36	408				313	39
7	TAMAN MAWAR	1110	486	485	128	11	3	8	489		485	136	486				485	139
8	TAMAN BUKIT TERATAI	5199	1869	2904	389	37	6	31	1867	8	2904	420	1869		1		2904	425
9	PANDAN PERDANA BARAT	4104	390	3447	219	48	31	17	411	10	3447	236	390	2	2		3447	263
10	KAMPUNG CHERAS BAHARU BARAT	2350	1608	619	94	29	4	25	1605	7	619	119	1608				619	123
11	TAMAN MUDA BARAT	4774	939	3618	176	41	9	32	941	7	3618	208	939	1			3618	216
12	TAMAN SAGA	2406	1188	982	222	14	4	10	1189	3	982	232	1188				982	236
13	CHERAS HARTAMAS	1239	148	1033	35	23	14	9	155	7	1033	44	148	3	1		1033	54
14	TASIK PERMAI	4689	1371	2026	1102	190	7	183	1372	6	2026	1285	1371	2			2026	1290
15	PANDAN INDAH JALAN 5	6005	1627	3697	566	115	65	50	1666	26	3697	616	1634	10	4	2	3697	658
16	PANDAN MEWAH	2690	857	1554	174	105	35	70	888	4	1554	244	859	2	1	1	1554	273
