kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BUKIT GEMUROH	576	9	12	2	553	552	1	103	458	12	3	9		1		12	554
2	FELDA TRIANG DUA & TIGA	1293	1287		1	5	3	2	1289	1		3	1287					6
3	FELDA TEMENTI	2234	2186	3	41	4	3	1	2187	2	3	42	2186	2			3	43
4	FELDA RENTAM	2053	2043	2		8	6	2	2045	4	2	2	2043	1			2	7
5	FELDA SEBERTAK	1775	1769		1	5	5		1769	5		1	1769	1				5
6	FELDA BERA SELATAN	258	155	1	2	100	100		166	89	1	2	155				1	102
7	KAMPUNG PASAL	303	261	1		41	39	2	285	15	1	2	261				1	41
8	POS ISKANDAR	1154	15	5	2	1132	1124	8	114	1025	5	10	15			1	5	1133
9	FELDA TEMBANGAU	3097	2889	3	193	12	3	9	2888	4	3	202	2889		1		3	204
10	FELDA TRIANG SATU	2284	2091	4	52	137	120	17	1879	332	4	69	2092	39	16	3	4	130
11	KAMPUNG DATO SERI HAMZAH	1106	887	34	150	35	4	31	887	4	34	181	888				34	184
12	KEMAYAN	2968	275	2271	367	55	9	46	276	8	2271	413	275	1	1		2271	420
13	LADANG KEMAYAN	174	35	84	44	11		11	34	1	84	55	35				84	55
