kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN MINYAK BEKU	671	53	615		3		3	53		615	3	53				615	3
2	KG MINYAK BEKU	295	212	82		1		1	212		82	1	212				82	1
3	KG PATAH PEDANG	359	274	78	1	6		6	274		78	7	274				78	7
4	KG SEGENTING	834	5	823		6		6	4	1	823	6	5				823	6
5	KG TELOK BULOH	307	239	63	1	4		4	238	1	63	5	239				63	5
6	PULAU SIALU	51	51			0			51				51					
7	PEKAN MINYAK BEKU	183	134	48		1		1	134		48	1	134				48	1
8	KG. TELOK	101	99			2	2		101				99					2
9	KG LOMBONG	8		8		0					8						8	
10	TMN DESA SRI BANANG	29	26			3	3		29				26					3
