kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN TK PULAI KAW 6 KIRI	64		46	16	2		2			46	18					46	18
2	JLN JAMBU BATU	29	1	24	4	0			1		24	4	1				24	4
3	JLN MERLIMAU OFF JLN TELOK PULAI	21		9	12	0					9	12					9	12
4	JLN BESI	185	10	100	71	4		4	10		100	75	10				100	75
5	LRG LOYANG	45	2	23	20	0			2		23	20	2				23	20
6	LRG GANGSA	75	16	32	26	1		1	16		32	27	16				32	27
7	TELOK PULAI	98	15	57	24	2		2	15		57	26	15				57	26
8	LRG EMAS	261	16	108	129	8		8	16		108	137	16				108	137
9	JLN GANGSA	73	2	35	34	2		2	2		35	36	2				35	36
10	JLN LOYANG	199	11	96	85	7		7	11		96	92	11				96	92
11	JLN JAMBU GAJUS	17	4	2	9	2	1	1	4	1	2	10	4	1			2	10
12	JLN SOLOK LOYANG	10		6	4	0					6	4					6	4
13	JLN SOLOK SEKUL OFF TELOK PULAI	35	1	12	19	3		3	1		12	22	1				12	22
14	JLN TURKI TAMAN ROSE	26	3	13	9	1		1	3		13	10	3				13	10
15	LRG MERLIMAU OFF JLN TELOK PULAI	124	4	61	52	7		7	4		61	59	4				61	59
16	JLN JAMBU BOL	134	3	74	55	2		2	3		74	57	3				74	57
17	JLN JAMBU AIR	106	5	62	39	0			5		62	39	5				62	39
18	JLN JAMBU MAWAR	80	5	40	35	0			5		40	35	5				40	35
19	LTG GANGSA	13		10	3	0					10	3					10	3
