kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KENERING UTARA	1294	1245			49	47	2	1291	1		2	1245	2				47
2	TAWAI	1147	1127	2		18	13	5	1138	2	2	5	1127				2	18
3	ULU KENDERONG	1534	1507	9	4	14	4	10	1511		9	14	1508	1			9	16
4	PADANG KUNYIT	881	864	1	3	13	2	11	865	1	1	14	865				1	15
5	KAMPONG AYER PANAS	850	847			3		3	846	1		3	847					3
6	KAMPONG PADANG	1321	1231	4	81	5	3	2	1233	1	4	83	1231				4	86
7	KAMPONG GANDA	1085	1051	1		33	29	4	1080		1	4	1051				1	33
8	SUNGAI DALA	457	1			456	456		356	101			1					456
9	BELUM BAHARU	1123	1109		2	12	4	8	1109	4		10	1109					14
10	FELDA PAPULUT	657	657			0			657				657					
11	LAWIN	763	731	2	25	5	1	4	732		2	29	731				2	30
12	FELDA LAWIN SELATAN	1165	1164		1	0			1164			1	1164					1
13	KAMPONG SAWA	824	734	1		89	86	3	819	1	1	3	734				1	89
14	AYER KALA	933	8	921		4	3	1	8	3	921	1	9	1			921	2
15	SELAT PAGAR	281	23	252	5	1	1		22	2	252	5	23	1			252	5
16	SUMPITAN	1317	1305	2	1	9	5	4	1309	1	2	5	1306		2		2	7
17	PADANG GERUS	650	22	627	1	0			22		627	1	22				627	1
18	BUKIT SAPI	683	636		1	46	46		681	1		1	636					47
