kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JELAPANG TIMOR	617	6	546	65	0			6		546	65	6				546	65
2	JELAPANG UTARA	1856	65	1608	178	5	5		66	4	1608	178	66				1608	182
3	JELAPANG SELATAN	829	6	664	154	5		5	6		664	159	6				664	159
4	JELAPANG BARAT	497	2	431	64	0			2		431	64	2				431	64
5	JELAPANG	3979	97	2691	1172	19	1	18	97	1	2691	1190	97				2691	1191
6	SILIBIN	1667	318	627	711	11	2	9	319	1	627	720	318				627	722
7	TAMAN PERTAMA	6357	111	4479	1743	24	2	22	109	4	4479	1765	111				4479	1767
8	TAMAN RISHAH	2143	96	992	1043	12	4	8	97	3	992	1051	96	1	1	1	992	1052
9	JELAPANG TENGAH	599	186	184	226	3	1	2	187		184	228	186				184	229
10	BUKIT KLEDANG	4436	27	4065	338	6		6	27		4065	344	27				4065	344
11	PAPAN	1749	33	1526	186	4	1	3	32	2	1526	189	33		1		1526	189
