kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PARIT 16 - BELIA 2	1901	1864	5	17	15	4	11	1868		5	28	1864				5	32
2	PARIT 13 - 15 SUNGAI PANJANG	2076	2052	1	3	20	1	19	2050	3	1	22	2053				1	22
3	PARIT 6 - 12 SUNGAI PANJANG	1396	1375	15	1	5	5		1379	1	15	1	1375	1			15	5
4	PARIT 2 - 5 SUNGAI PANJANG	1044	1041		2	1		1	1039	2		3	1041					3
5	PEKAN SUNGAI BESAR	2817	1683	997	111	26	18	8	1685	16	997	119	1684	3	2		997	131
6	BAGAN SUNGAI BESAR	1658	51	1597	7	3	1	2	48	4	1597	9	51				1597	10
7	PARIT SATU TIMUR	921	840	58	12	11	1	10	840	1	58	22	840				58	23
8	SUNGAI LIMAU	1432	1374	46	4	8	4	4	1377	1	46	8	1374		1		46	11
9	SUNGAI HAJI DORANI	2372	2218	137	5	12	3	9	2219	2	137	14	2218		1		137	16
10	PEKET ENAM PULUH	1265	1245		1	19		19	1242	3		20	1245					20
11	SIMPANG LIMA	1363	1342	3	2	16	2	14	1341	3	3	16	1342	1			3	17
12	PARIT 13 SUNGAI NIPAH	1080	1068	1	3	8	2	6	1069	1	1	9	1069				1	10
13	SUNGAI NIPAH	767	765			2		2	765			2	765					2
14	SUNGAI NIBONG	1470	1456		2	12	1	11	1456	1		13	1457					13
15	PASIR PANJANG TENGAH	2209	2196	1	1	11	3	8	2198	1	1	9	2196	1			1	11
16	PASIR PANJANG SELATAN	1499	1485	1	3	10	1	9	1483	3	1	12	1485				1	13
17	TAMAN BERKAT	1771	1111	461	182	17		17	1109	2	461	199	1111				461	199
18	PARIT 6 - 12 TIMUR	357	357			0			357				357					
19	KAMPUNG BAHARU NELAYAN	3240	1932	1113	168	27	9	18	1938	3	1113	186	1932	1	1		1113	193
