kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SERDANG JAYA 1	2715	1253	1159	275	28	19	9	1265	7	1159	284	1255	1			1159	300
2	SERI SERDANG UTARA	3391	1992	984	360	55	37	18	2006	23	984	378	1998	13	1	2	984	393
3	KAWASAN UPM	2047	1515	139	376	17	11	6	1515	11	139	382	1517	2	1		139	388
4	KAMPUNG SRI AMAN	4417	3957	275	93	92	18	74	3971	4	275	167	3961	3	1		275	177
5	BATU 14 PUCHONG	3481	1667	1291	427	96	52	44	1706	13	1291	471	1668	2	1		1291	519
6	SERI SERDANG SELATAN 1	2538	1569	668	279	22	11	11	1573	7	668	290	1571	2		1	668	296
7	BANDAR BUKIT PUCHONG	4423	1512	1977	687	247	207	40	1600	119	1977	727	1519	18	10	2	1977	897
8	TAMAN PUCHONG UTAMA	5152	1812	2413	812	115	54	61	1834	32	2413	873	1814	3	5		2413	917
9	TAMAN PINGGIRAN PUTRA	8194	3561	3577	860	196	123	73	3660	24	3577	933	3575	15	3		3577	1024
10	SERDANG JAYA 2	4479	3140	382	932	25	13	12	3142	11	382	944	3140	3	1		382	953
11	PUCHONG PERMAI	5793	3666	1250	729	147	85	62	3718	33	1250	791	3672	12	5	1	1250	852
12	SERI INDAH	1127	1072	20	26	9	1	8	1071	2	20	34	1072				20	35
13	SERI SERDANG SELATAN 2	1457	1010	245	188	14	9	5	1013	6	245	193	1011	1	2		245	198
14	KAMPUNG BATU 13	3612	3432	58	65	57	17	40	3428	21	58	105	3433	3	2		58	116
