kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LORONG RAJA MUSA AZIZ	11	1	5	5	0			1		5	5	1				5	5
2	JLN RAJA MUSA AZIZ	25		22	3	0					22	3					22	3
3	JLN PANGLIMA BUKIT GANTANG	22	11	5	6	0			11		5	6	11				5	6
4	GUNONG CHEROH	70	1	9	60	0			1		9	60	1				9	60
5	JALAN ISTANA	105	14	55	34	2		2	14		55	36	14				55	36
6	KG PISANG	47	4	35	8	0			4		35	8	4				35	8
7	LORONG CHEROH	18		6	12	0					6	12					6	12
8	QUARRY GUNONG CHEROH	31	1		30	0				1		30	1					30
9	PERSIARAN ISTANA	63	15	35	13	0			15		35	13	15				35	13
10	ISTANA WALK	1		1		0					1						1	
11	REGAT ISTANA	4	1		3	0			1			3	1					3
12	LORONG ISTANA	37	5	14	16	2		2	5		14	18	5				14	18
13	HALA ISTANA	16	2	10	4	0			2		10	4	2				10	4
14	SOLOK ISTANA	15		15		0					15						15	
15	SELASAR ISTANA	6	2	2	1	1		1	2		2	2	2				2	2
16	LINTASAN ISTANA	24	5	13	6	0			5		13	6	5				13	6
17	PESARA ISTANA	15		14	1	0					14	1					14	1
18	KINTA RIVERFRONT APART	4		2	2	0					2	2					2	2
19	PERSIARAN RAJA MUSA AZIZ	48	4	23	21	0			4		23	21	4				23	21
20	JLN RAJA MUSA AZIZ	18	1	13	4	0			1		13	4	1				13	4
21	RIVER SIDE FAIR PARK	20		15	5	0					15	5					15	5
22	PERSIARAN ANDERSON	8	1	2	5	0			1		2	5	1				2	5
23	JALAN LANG	116	9	13	88	6		6	9		13	94	9				13	94
24	RIFLE RANGE	146	58	11	74	3		3	58		11	77	58				11	77
25	POLICE BARRACKS RIFLE RANGE	137	112	2	21	2	2		114		2	21	113				2	22
