kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BUKIT PERAH	1588	1562	15		11	3	8	1560	5	15	8	1562	1			15	10
2	BUKIT APIT	1105	1100	2	1	2		2	1097	3	2	3	1100				2	3
3	TOK RANDOK	1454	1446		1	7	1	6	1440	7		7	1446					8
4	PENGKALAN AJAL	1182	1157	1	3	21		21	1151	6	1	24	1157				1	24
5	BUKIT DIMAN	1309	1295	10		4	1	3	1292	4	10	3	1295	1			10	3
6	BUKIT BADING	2817	2805	3	1	8	4	4	2801	8	3	5	2807				3	7
7	LANDAS	708	703	1	1	3	1	2	703	1	1	3	703	1			1	3
8	PERUH	1479	1462	2		15		15	1459	3	2	15	1462				2	15
9	MENERUNG	802	792	6		4	1	3	789	4	6	3	792				6	4
10	LUBUK PERIUK	405	398		1	6	4	2	400	2		3	398					7
11	PEKAN AJIL	1838	1727	97	6	8	4	4	1719	12	97	10	1727	1			97	13
12	FELDA TERSAT	1074	1074			0			1073	1			1074					
13	FELDA JERANGAU BARAT	2248	2243		1	4	1	3	2240	4		4	2243		1			4
14	PEREH	310	307			3		3	306	1		3	307					3
15	BETUNG	397	397			0			397				397					
16	FELDA MENGKAWANG	1816	1810	1	1	4	4		1812	2	1	1	1810	2			1	3
