kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG BAHARU KERLING	1036	73	713	246	4	1	3	73	1	713	249	73			1	713	249
2	PERTAK	306	2	29	18	257	257		38	221	29	18	2				29	275
3	AMPANG PECHAH	3004	2068	269	590	77	57	20	2081	44	269	610	2072	1			269	662
4	KAMPUNG BAHARU CHINA K.K.B	1972	88	1562	321	1	1		87	2	1562	321	88				1562	322
5	BANDAR KUALA KUBU BAHARU	2899	1450	927	483	39	28	11	1460	18	927	494	1451	6	3		927	512
6	KAMPUNG AIR JERNIH	3075	1836	362	413	464	430	34	1957	309	362	447	1839	48	17	2	362	807
7	KERLING	1696	918	470	303	5	2	3	918	2	470	306	919			1	470	306
8	LEMBAH BERINGIN	937	166	28	646	97	90	7	206	50	28	653	166		1		28	742
9	LADANG NIGEL GARDNER	923	257	109	554	3		3	255	2	109	557	257				109	557
10	JALAN KUALA KALI	2260	732	779	728	21	5	16	735	2	779	744	732				779	749
11	KAMPUNG BAHARU RASA	1483	9	1404	69	1	1		9	1	1404	69	9				1404	70
12	PEKAN RASA	1327	219	853	249	6	2	4	218	3	853	253	219				853	255
13	KAMPUNG BAHARU BATANG KALI	975	84	822	66	3	2	1	85	1	822	67	85				822	68
14	HULU YAM LAMA	744	180	542	16	6		6	180		542	22	180				542	22
15	BANDAR UTAMA BATANG KALI	5026	3642	524	747	113	26	87	3657	11	524	834	3645	5	3		524	849
16	BATU 30 HULU YAM	1470	728	646	80	16	3	13	727	4	646	93	728				646	96
