kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG GAWAN	2				2	2		2									2
2	KG KADUNDUNG	6				6	6			6								6
3	KG LINDOS	1				1	1		1									1
4	KG LONTOK	17	1			16	16		12	5			1					16
5	KG MALIAU	366	23			343	342	1	24	341		1	23					343
6	KG NATUWONG	3				3	3		1	2								3
7	KG NUNGU	27	2			25	25		3	24			2					25
8	KG PAMPANG	13				13	13		5	8								13
9	KG PENAPAK	277	10	2		265	265		69	206	2		10				2	265
10	KG PUROPUK	158	6			152	152		15	143			6					152
11	KG TAMPALANG	1				1		1				1						1
12	KG TIGAWI	3	1			2	2			3			1					2
13	KG WUNU	2	1			1	1		1	1			1					1
14	KG SANITAN	215	15			200	198	2	26	187		2	15					200
