kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BAREK POLIS	15	12	3		0			12		3		12				3	
2	KEDIAMAN JKR KANGKAR PULAI	9	4	2	3	0			4		2	3	4				2	3
3	GUAN LONG ESTATE	1			1	0						1						1
4	PEKAN KANGKAR PULAI	2137	118	1882	136	1	1		118	1	1882	136	119				1882	136
5	JLN TIMOR	52	1	49	2	0			1		49	2	1				49	2
6	JLN BARAT	36	1	34	1	0			1		34	1	1				34	1
7	JLN RAYA	76	3	63	10	0			2	1	63	10	3				63	10
8	JLN SEKOLAH TAMIL	38	2	31	5	0			2		31	5	2				31	5
9	JLN UTARA	54	1	53		0			1		53		1				53	
10	JLN RIZAB	2		2		0					2						2	
11	JLN TENGAH	27		27		0					27						27	
12	JLN BERHALA	9		9		0					9						9	
13	JLN SEKOLAH CINA	24	5	19		0			5		19		5				19	
14	JLN LIMAU NIPIS	13	1	2	10	0			1		2	10	1				2	10
15	JLN JAMBU ARANG	2		2		0					2						2	
16	JLN PULAI BISTARI 17	47	28	8	9	2	2		30		8	9	28	2			8	9
17	JLN JAMBU	76	1	75		0			1		75		1				75	
18	JLN PULAI BISTARI 3	30	13	12	5	0			13		12	5	13				12	5
19	JLN PISANG	59	7	49	2	1		1	7		49	3	7				49	3
20	JLN PULAI BISTARI 5	29	12	15	2	0			12		15	2	12				15	2
21	JLN PULAI BISTARI 6	43	26	13	3	1	1		27		13	3	26	1			13	3
22	JLN PULAI BISTARI 4	25	8	11	6	0			8		11	6	8				11	6
23	JLN PULAI BISTARI 7	12	8	4		0			8		4		8				4	
24	JLN PULAI BISTARI 16	23	21	2		0			21		2		21				2	
25	JLN PULAI BISTARI 8	36	24	12		0			24		12		24				12	
26	JLN LIMAU	31		17	14	0					17	14					17	14
27	JLN PULAI BISTARI 19	61	44	12	5	0			44		12	5	44				12	5
28	JLN PULAI BISTARI 21	39	29	5	4	1	1		29	1	5	4	29	1			5	4
29	TAMAN SRI PULAI PERDANA 2	101	37	44	19	1		1	37		44	20	37				44	20
30	JLN PULAI HARMONI	12	4	1	6	1		1	4		1	7	4				1	7
31	JLN PE 1/12, TMN PULAI EMAS	2	2			0			2				2					
701	BALAI POLIS KANGKAR PULAI	43	40	1	1	1		1	40		1	2	40				1	2
