kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN HJ ABU BAKAR	5	4	1		0			4		1		4				1	
2	PADANG LALANG	122	24	98		0			24		98		24				98	
3	JLN TELUK SISIK	345	36	299	7	3		3	36		299	10	36				299	10
4	JLN MAHKOTA	361	23	282	51	5		5	22	1	282	56	23				282	56
5	JLN HJ ABDUL AZIZ	101	17	80	4	0			17		80	4	17				80	4
6	JLN BESAR	551	44	452	54	1		1	43	1	452	55	44				452	55
7	RUMAH KEDAI LKNP JLN BESAR	16	14		2	0			14			2	14					2
8	JLN GAMBUT	172	18	116	38	0			17	1	116	38	18				116	38
9	JLN BAKAR	4		4		0					4						4	
10	JLN MERDEKA	19	2	17		0			2		17		2				17	
11	TAMAN TELUK SISIK	15	2	10	3	0			2		10	3	2				10	3
12	KUATERS PERIKANAN	8	8			0			8				8					
13	KUARTERS POLIS MERIN KUANTAN	12	10		1	1	1		11			1	10					2
703	IPK PAHANG	774	695	18	21	40	40		684	51	18	21	696	7	5	3	18	45
708	MARKAS OPERASI, PGM WILAYAH 3	100	95	1	2	2	2		94	3	1	2	95	1			1	3
